Horodateur,Nom du créateur,corCrea,Nom de l'Évaluateur,corEval,Version du projet,"Aspect Technique: Qualité du Code (Lisibilité, structure, respect des standards)","Aspect Technique: Fonctionnalité et Robustesse (Absence de bugs majeurs, gestion des erreurs)","Aspect Design/UX: Interface Utilisateur (Attractivité, cohérence visuelle)","Aspect Design/UX: Expérience Utilisateur (Facilité de navigation, intuitivité)","Implémentation des technologies clés (HTML/CSS, JavaScript, Frameworks/Librairies) [Maîtrise HTML et sémantique]","Implémentation des technologies clés (HTML/CSS, JavaScript, Frameworks/Librairies) [Maîtrise CSS et Responsive Design]","Implémentation des technologies clés (HTML/CSS, JavaScript, Frameworks/Librairies) [Complexité et efficacité du JavaScript (front-end)]","Implémentation des technologies clés (HTML/CSS, JavaScript, Frameworks/Librairies) [Utilisation de librairie ou framework (ex: React, Vue, Node.js)]",Innovation et Originalité du Projet,Points forts du projet,Suggestions d'amélioration,Pertinence des améliorations de la nouvelle version,Note Globale Recommandée (sur 20)
16/12/2025 16:28:29,Fatoucmr,fatoucmr,Fatoucmr,fatoucmr,1,4,4,4,4,Conforme,Conforme,Partiellement Conforme,Non Conforme,8,Un jeu intuitif et interactif. ,"Ajouter son lorsque on clic une étoile, une page d'accueil avec bouton démarrer. ",,12
16/12/2025 16:28:38,fatoucmr,fatoucmr,nali-333,nali-333,4,4,4,4,4,Conforme,Conforme,Conforme,Conforme,7,,,7,13
16/12/2025 16:28:48,fatoucmr,fatoucmr,lcruz-almeida ,lcruz-almeida,2,3,5,4,5,Conforme,Conforme,Conforme,,6,,,6,13
16/12/2025 16:28:48,kell2107,kell2107,kell2107,kell2107,2,2,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,3,Dans cette  version lorsque l'on clique sur un point il ya une pop up avec le nom de la station,,2,11
16/12/2025 16:28:49,sakeenasn,sakeenasn,Wafa258,wafa258,1,3,3,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,5,L'animation des planètes est bien structurée.,Ajouter de l'interactivité.,6,15
16/12/2025 16:28:49,fatoucmr,fatoucmr,sakeenasn,sakeenasn,2,4,5,4,5,Conforme,Conforme,Conforme,,6,,,6,13
16/12/2025 16:28:59,callmejeeh,callmejeeh,ouarkia,Ouarkia,4,3,3,3,3,Conforme,Conforme,Conforme,Conforme,7,le point apparait sans besoin de cliquer,le temps est trop court,8,13
16/12/2025 16:29:14,fatoucmr,fatoucmr,lizachikhaoui,lizachikhaoui,1,4,3,4,3,Conforme,Conforme,Partiellement Conforme,Non Conforme,5,"Clarté visuelle, anime.js est bien, logique de jeu clair et explicité dès le début ",Ajouter des difficultés progressivement et un curseur pour changer la vitesse de chaque niveau de jeu,3,13
16/12/2025 16:29:19,fatoucmr,fatoucmr,nali-333,nali-333,5,4,4,4,4,Conforme,Conforme,Conforme,Conforme,7,,,7,14
16/12/2025 16:29:24,wafa258,wafa258,callmejeeh,callmejeeh,1,4,3,2,5,Conforme,Partiellement Conforme,Conforme,Partiellement Conforme,,,les photos des emojis sont très grands pour le canvas,,
16/12/2025 16:29:33,Liline96,Liline96,kadiriilham634-del,kadiriilham634-del,2,4,4,,,,,,,,,,,
16/12/2025 16:29:57,Fatoucmr,fatoucmr,Fatoucmr,fatoucmr,2,4,4,4,4,Conforme,Conforme,Partiellement Conforme,Non Conforme,8,"Son lorsque l'on clic, ajout du timer, jeu interactif et intuitif. Et visuellement beau. ",Un tableau de score.,7,13
16/12/2025 16:29:59,sakeenasn,sakeenasn,Wafa258,wafa258,1,3,4,4,4,Conforme,Conforme,Conforme,Partiellement Conforme,6,L'animation est interactive,Ajouter du son.,6,15
16/12/2025 16:30:03,liline96,Liline96,kada798,kada798,2,4,4,4,4,Conforme,Conforme,Conforme,Conforme,7,/,/,7,15
16/12/2025 16:30:16,callmejeeh,callmejeeh,ouarkia,Ouarkia,5,4,4,4,4,Conforme,Conforme,Conforme,Conforme,8,consignes ajoutées,"temps trop court, musique",8,14
16/12/2025 16:30:24,Fatoucmr,fatoucmr,Haithem939,Haithem939,2,3,2,3,3,Conforme,Conforme,Partiellement Conforme,Non Conforme,5,,Rajouter des niveaux,5,11
16/12/2025 16:30:27,kell2107,kell2107,kell2107,kell2107,3,3,3,2,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,3,ici il ya en plus la carte de paris mais aussi d'autre information sur la pop up,,3,12
16/12/2025 16:30:28,Liline96,Liline96,kadiriilham634-del,kadiriilham634-del,3,4,3,,,,,,,,,,,
16/12/2025 16:31:09,fatoucmr,fatoucmr,lizachikhaoui,lizachikhaoui,2,4,3,,,,,,,,,Le bouton n'est pas très facile à cliquer,3,13
16/12/2025 16:31:15,liline96,Liline96,kada798,kada798,3,4,4,3,4,Conforme,Conforme,Conforme,Conforme,6,/,pas bcp de changes qu avant,5,14
16/12/2025 16:31:23,fatoucmr,fatoucmr,lcruz-almeida,lcruz-almeida,3,3,5,5,5,Conforme,Conforme,Conforme,,7,les niveaux et le temps des niveaux,sons differentes,8,13
16/12/2025 16:31:26,Liline96,Liline96,kadiriilham634-del,kadiriilham634-del,4,4,3,,,,,,,,,,,
16/12/2025 16:31:26,Ouarkia,Ouarkia,THAUT627,THAUT627,4,4,3,4,4,Conforme,Conforme,Conforme,Conforme,7,L'ajout du temps écoulé si on n'arrive pas la question et la simplicité du projet.,"Des sons sont chargés mais ils ne se lancent, régler ce problème avant tout, avoir plus de question ou mettre les questions de manière aléatoire",6,14
16/12/2025 16:31:27,fatoucmr,fatoucmr,sakeenasn,sakeenasn,3,4,5,4,5,Conforme,Conforme,Conforme,,7,Les niveaux et le temps,Mettre différents son,7,14
16/12/2025 16:31:29,callmejeeh,callmejeeh,ouarkia,Ouarkia,6,4,4,4,4,Conforme,Conforme,Conforme,Conforme,9,"+ de temps, et y'a de la musique",des niveaux de parties,9,15
16/12/2025 16:31:30,wafa258,wafa258,callmejeeh,callmejeeh,2,5,5,2,4,Conforme,Conforme,Conforme,Conforme,,,,4,
16/12/2025 16:31:37,sakeenasn,sakeenasn,Wafa258,wafa258,2,4,4,4,4,Conforme,Conforme,Conforme,Partiellement Conforme,7,Je trouve que la fonctionnalité du zoom est pertinente.,Améliorer le design de l'interface ,6,16
16/12/2025 16:31:49,Fatoucmr,fatoucmr,Haithem939,Haithem939,3,3,3,3,4,Conforme,Conforme,Partiellement Conforme,Non Conforme,6,,,6,"11,5"
16/12/2025 16:31:55,kell2107,kell2107,kell2107,kell2107,4,2,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,4,,i,3,12
16/12/2025 16:31:59,Ouarkia,Ouarkia,Juniorald,Juniorald,2,4,4,4,5,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,7,,,7,
16/12/2025 16:32:04,Liline96,Liline96,kadiriilham634-del,kadiriilham634-del,5,4,3,,,,,,,,,,,
16/12/2025 16:32:09,fatoucmr,fatoucmr,lizachikhaoui,lizachikhaoui,3,4,3,,,,,,,,,,,"13,5"
16/12/2025 16:32:11,wafa258,wafa258,callmejeeh,callmejeeh,3,4,4,1,4,Conforme,Conforme,Conforme,Partiellement Conforme,,,,1,
16/12/2025 16:32:15,Fatoucmr,fatoucmr,Fatoucmr,fatoucmr,3,4,4,4,4,Conforme,Conforme,Partiellement Conforme,Non Conforme,8,"Jeu intuitif et créatif, le timer qui donne du challenge, tableau de score qui permet de voir évolution. ",Un système de niveau avec contrainte.,7,13
16/12/2025 16:32:15,fatoucmr,fatoucmr,nali-333,nali-333,6,5,4,4,4,Dépasse les attentes,Dépasse les attentes,Conforme,Conforme,7,"Ludique
Efficace
Bon design",+ d'étoiles pour le niveau spéciale,7,15
16/12/2025 16:32:17,kell2107,kell2107,Liline96,Liline96,3,4,5,5,5,Conforme,Conforme,Conforme,Conforme,9,,Rendre la carte plus visible,10,15
16/12/2025 16:32:26,liline96,Liline96,kada798,kada798,4,3,4,3,4,Conforme,Conforme,Conforme,Conforme,6,/,/,5,14
16/12/2025 16:32:32,sakeenasn,sakeenasn,Wafa258,wafa258,3,4,4,4,4,Conforme,Conforme,Conforme,Conforme,7,,,7,16
16/12/2025 16:33:18,wafa258,wafa258,callmejeeh,callmejeeh,4,5,4,1,4,Partiellement Conforme,Conforme,Conforme,Conforme,,,,5,
16/12/2025 16:33:24,Fatoucmr,fatoucmr,Haithem939,Haithem939,4,3,4,3,4,Conforme,Conforme,Conforme,,6,,,6,12
16/12/2025 16:33:25,fatoucmr,fatoucmr,lcruz-almeida,lcruz-almeida,4,3,5,2,5,Conforme,Conforme,Partiellement Conforme,,7,,"dans le niveaux special quand le score est en bleu, il y a pas des etoiles bleu, etc ",6,13
16/12/2025 16:33:25,fatoucmr,fatoucmr,sakeenasn,sakeenasn,4,4,5,3,5,Conforme,Conforme,Conforme,,7,,,6,14
16/12/2025 16:33:28,Liline96,Liline96,kadiriilham634-del,kadiriilham634-del,6,5,4,,,,,,,,,,,
16/12/2025 16:33:30,liline96,Liline96,kada798,kada798,5,4,4,4,4,Conforme,Conforme,Conforme,Conforme,6,/,/,6,14
16/12/2025 16:33:35,sakeenasn,sakeenasn,Wafa258,wafa258,4,4,5,4,4,Conforme,Dépasse les attentes,Conforme,Conforme,8,,,8,17
16/12/2025 16:34:11,Fatoucmr,fatoucmr,Fatoucmr,fatoucmr,4,4,4,4,4,Conforme,Conforme,Partiellement Conforme,Non Conforme,8,"Système de niveau avec contrainte qui donne du challenge, jeu interactif et intuitif. Un esthétisme simple et beau. ","Ajouter d'autres niveaux, d'autres sons.",7,13
16/12/2025 16:34:19,wafa258,wafa258,callmejeeh,callmejeeh,5,4,3,1,4,Conforme,Conforme,Conforme,Conforme,,,,4,
16/12/2025 16:34:42,fatoucmr,fatoucmr,lcruz-almeida,lcruz-almeida,5,3,4,5,5,Conforme,Conforme,Conforme,,7,les nouveaux sons,,8,14
16/12/2025 16:34:42,fatoucmr,fatoucmr,lizachikhaoui,lizachikhaoui,4,5,4,,,,,,,,,,,14
16/12/2025 16:34:48,fatoucmr,fatoucmr,sakeenasn,sakeenasn,5,4,5,4,5,Conforme,Conforme,Conforme,,7,Les sons,,7,15
16/12/2025 16:34:49,liline96,Liline96,kada798,kada798,6,4,4,3,4,Conforme,Conforme,Conforme,Conforme,6,/,/,5,14
16/12/2025 16:35:04,Juniorald ,Juniorald,Calrifaii,calrifaii,1,4,3,,,,,,,,,,,
16/12/2025 16:35:07,wafa258,wafa258,callmejeeh,callmejeeh,6,5,5,1,4,Conforme,Conforme,Conforme,Conforme,,,,1,
16/12/2025 16:35:11,kell2107,kell2107,kell2107,kell2107,5,3,3,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,3,ici l'on peut zoomer sur la carte et les informations des stations ne s'affiche plus en pop up mais en dessous,,4,13
16/12/2025 16:35:12,Fatoucmr,fatoucmr,Haithem939,Haithem939,5,3,3,3,4,Conforme,Conforme,Partiellement Conforme,Non Conforme,7,,,6,"12,5"
16/12/2025 16:35:33,sakeenasn,sakeenasn,Wafa258,wafa258,5,4,5,5,5,Conforme,Dépasse les attentes,Conforme,Conforme,8,L'ajout de la fonctionnalité pause système,"Améliorer l'interactivité, peut être créer des questions réponses",8,17
16/12/2025 16:35:39,Ouarkia,Ouarkia,THAUT627,THAUT627,5,4,4,4,4,Conforme,Conforme,Conforme,Conforme,7,Le projet est simple et les questions ne somnt pas trop dure,Ajouter les sons pour correct et incorrect,6,14
16/12/2025 16:35:51,kell2107,kell2107,Liline96,Liline96,4,4,5,5,4,Conforme,Conforme,Conforme,Conforme,9,,La carte en dessous devrait être plus visible ,9,15
16/12/2025 16:36:01,fatoucmr,fatoucmr,lizachikhaoui,lizachikhaoui,5,5,5,4,,,,,,,,,,"14,5"
16/12/2025 16:36:33,liline96,Liline96,nali-333,nali-333,1,4,4,4,3,Conforme,Conforme,Conforme,Conforme,9,,,,11
16/12/2025 16:36:34,Fatoucmr,fatoucmr,Fatoucmr,fatoucmr,5,4,4,4,4,Conforme,Conforme,Partiellement Conforme,Non Conforme,8,"Liberté du joueur avec choix du niveau, ajout d'un niveau spécial pour plus de challenge, ajout de nouveaux sons.","Ajouter un son lorsque la partie démarre, ajouter un encadré pour que esthétiquement ça suive avec le reste, ajouter d'autres sons ou niveaux. Changer les couleurs des étoiles par niveaux. ",7,14
16/12/2025 16:36:51,fatoucmr,fatoucmr,lizachikhaoui,lizachikhaoui,6,4,5,4,,,,,,,,,,15
16/12/2025 16:36:54,Fatoucmr,fatoucmr,Haithem939,Haithem939,6,3,4,3,4,Conforme,Conforme,Partiellement Conforme,Non Conforme,7,,,6,13
16/12/2025 16:36:58,sakeenasn,sakeenasn,Wafa258,wafa258,6,4,5,5,4,Conforme,Dépasse les attentes,Conforme,Conforme,8,L'ajout du mode danger,"Améliorer l'interface après le mode danger, peut être ajouter plus de texte aussi",8,17
16/12/2025 16:37:05,kada798,kada798,callmejeeh,callmejeeh,1,2,2,1,1,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,,,,
16/12/2025 16:37:13,fatoucmr,fatoucmr,lcruz-almeida,lcruz-almeida,6,3,5,5,5,Conforme,Conforme,Conforme,,8,,,9,15
16/12/2025 16:37:22,fatoucmr,fatoucmr,sakeenasn,sakeenasn,6,4,5,5,5,Conforme,Conforme,Conforme,,8,,,9,16
16/12/2025 16:37:37,liline96,Liline96,nali-333,nali-333,2,4,4,4,3,Conforme,Conforme,Conforme,Conforme,9,,,8,12
16/12/2025 16:37:59,sakeenasn,sakeenasn,kadiriilham634-del,kadiriilham634-del,2,4,3,,,,,,,,,,,
16/12/2025 16:38:01,Juniorald ,Juniorald,Calrifaii,calrifaii,2,5,5,,,,,,,,,,,18
16/12/2025 16:38:08,Ouarkia,Ouarkia,THAUT627,THAUT627,6,4,5,4,4,Conforme,Conforme,Conforme,Conforme,7,,,5,16
16/12/2025 16:38:19,kada798,kada798,callmejeeh,callmejeeh,2,3,2,1,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,,,1,
16/12/2025 16:38:30,liline96,Liline96,nali-333,nali-333,3,4,4,4,3,Conforme,Conforme,Conforme,Conforme,8,,,6,13
16/12/2025 16:38:33,Fatoucmr,fatoucmr,Haithem939,Haithem939,6,4,4,4,3,Conforme,Conforme,Partiellement Conforme,,7,,,7,"13,5"
16/12/2025 16:38:41,kadiriilham634-del,kadiriilham634-del,Wafa258,wafa258,1,3,3,3,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Non Conforme,5,,Ajouter plus d'interactions avec le joueur,5,14
16/12/2025 16:38:46,Ouarkia,Ouarkia,Juniorald,Juniorald,3,4,5,4,4,Conforme,Conforme,Conforme,Partiellement Conforme,9,,,8,
16/12/2025 16:38:50,sakeenasn,sakeenasn,kada798,kada798,1,3,4,3,4,Conforme,Conforme,Conforme,Conforme,8,intereting,/,5,14
16/12/2025 16:39:02,kada798,kada798,callmejeeh,callmejeeh,3,2,2,1,1,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,,,1,
16/12/2025 16:39:03,kell2107,kell2107,kell2107,kell2107,6,3,3,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,4,ici en plus des autre fonctionnalité on peut augmenter ou diminuer la densité des couleurs,,4,14
16/12/2025 16:39:13,Juniorald,Juniorald,ouarkia,Ouarkia,1,4,4,4,4,Conforme,Conforme,Conforme,Conforme,8,très bien réalisé,on peut passer facilement le niv 1,7,14
16/12/2025 16:39:33,kadiriilham634-del,kadiriilham634-del,Wafa258,wafa258,1,3,4,3,4,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,6,,,6,15
16/12/2025 16:39:46,liline96,Liline96,nali-333,nali-333,4,4,4,4,4,Dépasse les attentes,Conforme,Conforme,Conforme,8,,,7,"13,5"
16/12/2025 16:39:50,sakeenasn,sakeenasn,kada798,kada798,2,4,4,4,2,Conforme,Conforme,Conforme,Conforme,7,/,/,6,14
16/12/2025 16:39:56,kada798,kada798,callmejeeh,callmejeeh,4,2,2,1,1,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,,,1,
16/12/2025 16:39:57,sakeenasn,sakeenasn,kadiriilham634-del,kadiriilham634-del,3,4,3,,,,,,,,,,,
16/12/2025 16:40:13,Juniorald ,Juniorald,Calrifaii,calrifaii,3,5,5,5,5,,,,,8,,,,18
16/12/2025 16:40:22,Fatoucmr,fatoucmr,Fatoucmr,fatoucmr,6,4,4,4,4,Conforme,Conforme,Partiellement Conforme,Non Conforme,8,"Les sons qui rendent le jeu plus dynamique,  les différents niveaux, le tableau de score qui permet de voir l'évolution. Le niveau spécial avec sa règle particulière. ","Faire en sorte que les encadrés du jeu, pour chaque niveau, aient la même couleur que celle représentant le niveau, afin d’améliorer la cohérence visuelle. Le message de consigne soit affiché au début du jeu, et non plus dans un encadré sur le côté, pour faciliter compréhension du niveau spécial. Ajouter d’un message indiquant la couleur à cliquer, correspondant à la couleur de la bordure de l’encadré du score, et un message d’avertissement indiquant une pénalité de –1 point lorsque le joueur se trompe. Ajouter un son lorsque la partie est terminée. ",7,15
16/12/2025 16:40:23,Juniorald,Juniorald,ouarkia,Ouarkia,2,4,4,4,4,Conforme,Conforme,Conforme,Conforme,8,on est obligé de vrm joué mtn c'est mieux,nous donner un choix de pers,8,15
16/12/2025 16:40:34,liline96,Liline96,nali-333,nali-333,5,4,4,4,4,Dépasse les attentes,Conforme,Conforme,Conforme,8,,,6,"13,5"
16/12/2025 16:40:34,kada798,kada798,callmejeeh,callmejeeh,5,2,2,1,1,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,,,1,
16/12/2025 16:40:44,fatoucmr,fatoucmr,kell2107,kell2107,1,3,3,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,3,,,2,11
16/12/2025 16:40:50,Juniorald ,Juniorald,Calrifaii,calrifaii,3,5,5,,,,,,,,,,,
16/12/2025 16:41:01,kadiriilham634-del,kadiriilham634-del,Wafa258,wafa258,2,3,3,4,4,Conforme,Conforme,Conforme,Partiellement Conforme,6,Le jeu commence à monter en terme attractivité,Ajouter du son et de la musique.,6,16
16/12/2025 16:41:02,sakeenasn,sakeenasn,kada798,kada798,3,4,4,4,4,Conforme,Conforme,Conforme,Conforme,7,/,/,7,15
16/12/2025 16:41:15,Juniorald ,Juniorald,Calrifaii,calrifaii,4,5,5,5,5,,,,,8,,,,
16/12/2025 16:41:18,Ouarkia,Ouarkia,Juniorald,Juniorald,4,4,4,4,4,Conforme,Conforme,Partiellement Conforme,Non Conforme,8,,,9,
16/12/2025 16:41:24,kell2107,kell2107,Liline96,Liline96,5,4,3,4,3,Conforme,Conforme,Conforme,Conforme,9,Le fait de cliquer pour voir à quoi ça correspond aide bien,Un gros problème avec la carte interactive où la densité se superpose mal à la carte,9,13
16/12/2025 16:41:28,sakeenasn,sakeenasn,kadiriilham634-del,kadiriilham634-del,4,4,3,,,,,,,,,,,
16/12/2025 16:41:38,kada798,kada798,callmejeeh,callmejeeh,6,2,2,1,1,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,,,1,
16/12/2025 16:41:40,Kell2107,kell2107,THAUT627,THAUT627,1,5,4,4,3,Conforme,Non Conforme,Dépasse les attentes,Dépasse les attentes,8,,,,14
16/12/2025 16:41:43,Juniorald,Juniorald,ouarkia,Ouarkia,3,4,4,4,4,Conforme,Conforme,Conforme,Conforme,8,ajout d'obstacle,c'est dur pour un viveau un,7,16
16/12/2025 16:41:57,sakeenasn,sakeenasn,kada798,kada798,4,4,4,4,4,Conforme,Conforme,Conforme,Conforme,7,/,/,7,15
16/12/2025 16:42:05,fatoucmr,fatoucmr,kell2107,kell2107,2,3,3,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,3,pas mal le sons et les nouvelles couleurs ,,3,12
16/12/2025 16:42:24,kadiriilham634-del,kadiriilham634-del,Wafa258,wafa258,3,4,4,4,4,Conforme,Conforme,Conforme,Partiellement Conforme,7,Le jeu contient un système de record.,Ajouter des sons/ de la musique,7,16
16/12/2025 16:42:30,Juniorald ,Juniorald,Calrifaii,calrifaii,5,5,5,5,5,,,,,,,,9,19
16/12/2025 16:42:35,sakeenasn,sakeenasn,kadiriilham634-del,kadiriilham634-del,5,4,4,,,,,,,,,,,
16/12/2025 16:42:36,Liline96,Liline96,lcruz-almeida ,lcruz-almeida,1,4,1,1,2,Partiellement Conforme,Partiellement Conforme,Non Conforme,,2,,,,8
16/12/2025 16:42:37,nali-333,nali-333,callmejeeh,callmejeeh,1,5,4,4,1,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,,,,,
16/12/2025 16:42:41,Liline96,Liline96,sakeenasn,sakeenasn,1,4,3,3,4,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,5,,,,10
16/12/2025 16:42:49,sakeenasn,sakeenasn,kada798,kada798,5,4,4,4,4,Conforme,Conforme,Conforme,Conforme,6,/,/,6,14
16/12/2025 16:42:58,Ouarkia,Ouarkia,Juniorald,Juniorald,5,4,5,4,4,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,6,,,9,
16/12/2025 16:43:07,fatoucmr,fatoucmr,kell2107,kell2107,3,3,3,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,3,,,2,12
16/12/2025 16:43:08,sakeenasn,sakeenasn,kadiriilham634-del,kadiriilham634-del,6,4,4,,,,,,,,,,,
16/12/2025 16:43:21,kadiriilham634-del,kadiriilham634-del,Wafa258,wafa258,4,4,4,4,4,Conforme,Conforme,Conforme,Conforme,7,On peut choisir le niveau et donc la difficulté du jeu. ,,7,16
16/12/2025 16:43:27,nali-333,nali-333,callmejeeh,callmejeeh,2,3,4,3,2,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,,,,3,
16/12/2025 16:43:33,sakeenasn,sakeenasn,kada798,kada798,6,4,4,4,4,Conforme,Conforme,Conforme,Conforme,7,/,/,7,15
16/12/2025 16:43:39,Liline96,Liline96, Haithem939 ,Haithem939,1,2,3,3,3,Conforme,Conforme,Partiellement Conforme,,5,,,5,10
16/12/2025 16:43:42,Juniorald ,Juniorald,Calrifaii,calrifaii,6,5,5,5,5,Dépasse les attentes,Dépasse les attentes,Dépasse les attentes,Conforme,9,,,10,20
16/12/2025 16:43:47,Liline96,Liline96,lcruz-almeida,lcruz-almeida,1,4,2,2,2,Conforme,Partiellement Conforme,Partiellement Conforme,,2,,,3,9
16/12/2025 16:43:52,liline96,Liline96,liline96,Liline96,6,4,4,4,4,Dépasse les attentes,Dépasse les attentes,Conforme,Conforme,9,"Originale
Ludique
Efficace",Que le son change en fonction de la ou tu clique ,6,15
16/12/2025 16:44:02,Liline96,Liline96,sakeenasn,sakeenasn,1,4,2,2,3,Conforme,Partiellement Conforme,Partiellement Conforme,,4,,Visuel ,5,10
16/12/2025 16:44:05,nali-333,nali-333,callmejeeh,callmejeeh,3,4,3,4,2,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,,,,1,
16/12/2025 16:44:14,Juniorald,Juniorald,ouarkia,Ouarkia,4,4,4,4,4,Conforme,Conforme,Conforme,Conforme,8,on a les consignes en dessous et aides,"la dernière marche est superposé avec une autre, à corriger",8,15
16/12/2025 16:44:15,Liline96,Liline96,lizachikhaoui,lizachikhaoui,1,4,4,4,4,Dépasse les attentes,Dépasse les attentes,Dépasse les attentes,Conforme,6,Une bonne maîtrise d e l''interactivité,Ajustement de délai d'apparition de la forme,4,"14,5"
16/12/2025 16:44:29,Lline96,Liline96,Fatoucmr,fatoucmr,1,4,4,4,4,Conforme,Conforme,,Partiellement Conforme,7,"Originalité et visuel, dynamique ",Ajouter un son différent pour chaque forme lorsque l'on clic sur celle-ci,,13
16/12/2025 16:44:30,Ouarkia,Ouarkia,Juniorald,Juniorald,6,5,5,5,5,Conforme,Conforme,Conforme,Partiellement Conforme,10,,,9,
16/12/2025 16:44:36,kadiriilham634-del,kadiriilham634-del,Wafa258,wafa258,5,4,5,4,4,Conforme,Conforme,Conforme,Conforme,,Le projet contient du son ! ,,7,17
16/12/2025 16:44:40,nali-333,nali-333,callmejeeh,callmejeeh,4,4,4,4,4,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,,,,1,
16/12/2025 16:44:40,fatoucmr,fatoucmr,kell2107,kell2107,4,3,2,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,3,,,2,"12,5"
16/12/2025 16:44:51,Kell2107,kell2107,THAUT627,THAUT627,2,4,4,4,4,Conforme,Partiellement Conforme,Dépasse les attentes,Dépasse les attentes,8,,,7,14
16/12/2025 16:45:12,Liline96,Liline96,lizachikhaoui,lizachikhaoui,2,5,5,,,,,,,,,,,"14,5"
16/12/2025 16:45:16,kadiriilham634-del,kadiriilham634-del,kadiriilham634-del,kadiriilham634-del,1,4,4,,,,,,,,,,,
16/12/2025 16:45:21,nali-333,nali-333,callmejeeh,callmejeeh,5,4,4,4,2,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,,,,3,
16/12/2025 16:45:33,Liline96,Liline96, Haithem939 ,Haithem939,2,3,3,3,4,,Conforme,Partiellement Conforme,,5,,,5,"10,5"
16/12/2025 16:45:37,kadiriilham634-del,kadiriilham634-del,kada798,kada798,1,3,3,3,3,Conforme,Conforme,Conforme,Conforme,5,/,/,5,13
16/12/2025 16:45:48,kadiriilham634-del,kadiriilham634-del,Wafa258,wafa258,6,5,5,5,5,Conforme,Dépasse les attentes,Conforme,Conforme,8,Le design du jeu est très pertinent. ,Ajouter une musique de fond,8,17
16/12/2025 16:45:51,nali-333,nali-333,callmejeeh,callmejeeh,6,4,4,4,3,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,,,,1,
16/12/2025 16:46:21,kadiriilham634-del,kadiriilham634-del,kadiriilham634-del,kadiriilham634-del,2,4,4,,,,,,,,,,,
16/12/2025 16:46:34,Kell2107,kell2107,THAUT627,THAUT627,3,4,4,4,4,Conforme,Conforme,Dépasse les attentes,Dépasse les attentes,8,,,8,15
